,SecId,Name,CategoryName
0,F00001443C,A-DALI Equity,Equity - Malaysia Large-cap (Shariah)
1,F00001443D,A-Dana Balanced,Blended - Balanced (Shariah)
2,F00001443E,A-Dana Equity,Equity - Malaysia Large-cap (Shariah)
3,F00001443F,A-Dana Income,Bonds - Malaysia (Shariah)
4,F00000PLRP,Aberdeen Std Islmc World Eq A,Equity - Global
5,F00000ONU5,Advantage Asia Pacific ex Japan Div,Equity - Asia Pacific ex-Japan
6,F00000W8R1,Advantage Glbl Eq Volatility Focus AUD H,Equity - Global
7,F00000W8R0,Advantage Glbl Eq Volatility Focus MYR H,Equity - Global
8,F00000ZV4P,Advantage Glb High Income Bond RM-Hdg,Bonds - Global
9,F00000ZFUZ,Advantage Glb High Income Bond USD,Bonds - Global
10,F000010CHH,AHAM Absolute Return II-AUD,Blended - Flexible
11,F000010CHI,AHAM Absolute Return II-GBP,Blended - Flexible
12,F000001A0J,AHAM Absolute Return II-MYR,Blended - Flexible
13,F000010CHJ,AHAM Absolute Return II-SGD,Blended - Flexible
14,F000010CHK,AHAM Absolute Return II-USD,Blended - Flexible
15,F000013F34,AHAM Absolute Return III,Blended - Flexible
16,F00000YDBT,AHAM Aiiman Asia(Ex Jpn)Gr MYR,Equity - Asia Pacific ex-Japan (Shariah)
17,F000000AIY,AHAM Aiiman Bal,Blended - Balanced (Shariah)
18,F00001ELZJ,AHAM Aiiman Enhncd i-Profit A Inc,Money Market - Malaysia (Shariah)
19,F00001ELZK,AHAM Aiiman Enhncd i-Profit B Acc,Money Market - Malaysia (Shariah)
20,F000000AJP,AHAM Aiiman ESG Income Plus,Bonds - Malaysia (Shariah)
21,F0000182RH,AHAM Aiiman Glb Mlt Thmtc AUD Hdg,Equity - Global
22,F0000182RK,AHAM Aiiman Glb Mlt Thmtc MYR Hdg,Equity - Global
23,F0000182RN,AHAM Aiiman Glb Mlt Thmtc SGD Hdg,Equity - Global
24,F0000182RP,AHAM Aiiman Glb Mlt Thmtc USD,Equity - Global
25,F00000YDBU,AHAM Aiiman Glbl Sukuk MYR,Bonds - Global
26,F000011D0D,AHAM Aiiman Glbl Sukuk MYR Hdg,Bonds - Global
27,F00000YDBV,AHAM Aiiman Glbl Sukuk USD,Bonds - Global
28,F00001DY2Q,AHAM Aiiman Glb Thm Mxd Ast AUDH,Blended - Balanced (Shariah)
29,F00001DY2S,AHAM Aiiman Glb Thm Mxd Ast MYRH,Blended - Balanced (Shariah)
30,F00001DY2P,AHAM Aiiman Glb Thm Mxd Ast SGDH,Blended - Balanced (Shariah)
31,F00001DY2R,AHAM Aiiman Gb Thm Mx Ast USD Ins,Blended - Balanced (Shariah)
32,F00001DY2O,AHAM Aiiman Glb Thmtc Mxd Ast USD,Blended - Balanced (Shariah)
33,F000000AJQ,AHAM Aiiman Growth,Equity - Malaysia Mid/Small-cap (Shariah)
34,F00001F8KC,AHAM Aiiman Income MYR Inc,Money Market - Malaysia (Shariah)
35,F000002KYN,AHAM Aiiman Money Market,Money Market - Malaysia (Shariah)
36,F0000026JU,AHAM Aiiman Quantum,Equity - Malaysia Mid/Small-cap (Shariah)
37,F00000PR17,AHAM Aiiman Select Income,Blended - Conservative
38,F00000VCKU,AHAM ASEAN Flexi,Blended - Other
39,F000000AFN,AHAM Bond,Bonds - Malaysia
40,F0000163G2,AHAM EduGrowth & Income Fd,Blended - Balanced
41,F000000AJR,AHAM Enhanced Deposit Fund,Money Market - Malaysia
42,F000000AFO,AHAM Equity,Equity - Malaysia Large-cap
43,F000016H4C,AHAM ESG SGD Bond MYR,Bonds - Other
44,F000016H4B,AHAM ESG SGD Bond SGD,Bonds - Other
45,F00001ADDT,AHAM Flexi 6,Blended - Flexible
46,F0000183PD,AHAM Flexi Fund 7 MYR,Blended - Flexible
47,F0000183PE,AHAM Flexi Fund 7 SGD,Blended - Flexible
48,F0000183PF,AHAM Flexi Fund 7 USD,Blended - Flexible
49,F00001DH4S,AHAM Flexi 8 MYR,Blended - Flexible
0,F00001DH4T,AHAM Flexi 8 SGD,Blended - Flexible
1,F00001DH4R,AHAM Flexi 8 USD,Blended - Flexible
2,F00001ADDW,AHAM Flexi III MYR,Blended - Flexible
3,F00001ERPR,AHAM Flexi III USD,Blended - Flexible
4,F00000MS1S,AHAM Growth,Equity - Malaysia Large-cap
5,F000014I2H,AHAM Hard Ccis Fixed Inc USD,Bonds - Global
6,F000013Y1G,AHAM Income Extra,Bonds - Malaysia
7,F00001DH9D,AHAM Income 6,Bonds - Malaysia
8,F00001DPG1,AHAM Income Fund 7 MYR Cl,Bonds - Malaysia
9,F000014XBM,AHAM INR Flexi,Blended - Flexible
10,F00001E7OY,AHAM Malaysia Government Bond MYR,Bonds - Malaysia
11,F0000183PG,AHAM Multi-Asset Fund 2 MYR,Blended - Flexible
12,F0000183PH,AHAM Multi-Asset Fund 2 SGD,Blended - Flexible
13,F0000183PI,AHAM Multi-Asset Fund 2 USD,Blended - Flexible
14,F000014MC2,AHAM Multi-Asset 3 MYR,Blended - Flexible
15,F000014MC3,AHAM Multi-Asset 3 USD,Blended - Flexible
16,F000016MJI,AHAM Multi-Asset Fund 5,Blended - Flexible
17,F000015ZOC,AHAM New China Tracker,Equity - Greater China
18,F000014MGI,AHAM Perwira,Blended - Flexible
19,F0000040IN,AHAM Principled Growth,Equity - Malaysia Large-cap
20,F0000173BA,AHAM RMB Bond MYR,Bonds - Other
21,F0000173BB,AHAM RMB Bond RMB,Bonds - Other
22,F000000AJS,AHAM Select Asia (ex Japan) Opp,Equity - Asia Pacific ex-Japan
23,F000011091,AHAM Select Asia (ex Japan) Opp AUD,Equity - Asia Pacific ex-Japan
24,F000011092,AHAM Select Asia (ex Japan) Opp GBP,Equity - Asia Pacific ex-Japan
25,F000011093,AHAM Select Asia (ex Japan) Opp SGD,Equity - Asia Pacific ex-Japan
26,F000011094,AHAM Select Asia (ex Japan) Opp USD,Equity - Asia Pacific ex-Japan
27,F000000AK0,AHAM Select Asia (ex Jpn) Qtm Fd,Equity - Asia Pacific ex-Japan
28,F000011095,AHAM Select Asia (ex Jpn) Qtm AUD,Equity - Asia Pacific ex-Japan
29,F000011096,AHAM Select Asia (ex Jpn) Qtm GBP,Equity - Asia Pacific ex-Japan
30,F000011097,AHAM Select Asia (ex Jpn) Qtm SGD,Equity - Asia Pacific ex-Japan
31,F000011098,AHAM Select Asia (ex Jpn) Qtm USD,Equity - Asia Pacific ex-Japan
32,F00000V5SN,AHAM Select ASPC ex Jpn Bal,Blended - Balanced
33,F000011D00,AHAM Select ASPC ex Jpn Bal AUD H,Blended - Balanced
34,F000011CZZ,AHAM Select ASPC ex Jpn Bal EUR H,Blended - Balanced
35,F000011CZY,AHAM Select ASPC ex Jpn Bal RMB H,Blended - Balanced
36,F000011CZX,AHAM Select ASPC ex Jpn Bal USD H,Blended - Balanced
37,F00000V5SO,AHAM Select Asia Pacific (ex Jpn) Div,Equity - Asia Pacific ex-Japan
38,F000011VO8,AHAM Select Asia Pacific (ex Jpn) DivAUD,Equity - Asia Pacific ex-Japan
39,F000011VO6,AHAM Select Asia Pacific (ex Jpn) DivEUR,Equity - Asia Pacific ex-Japan
40,F000011VOB,AHAM Select Asia Pacific (ex Jpn) DivGBP,Equity - Asia Pacific ex-Japan
41,F000011VO9,AHAM Select Asia Pacific (ex Jpn) DivRMB,Equity - Asia Pacific ex-Japan
42,F000011VOA,AHAM Select Asia Pacific (ex Jpn) DivSGD,Equity - Asia Pacific ex-Japan
43,F000011VO7,AHAM Select Asia Pacific (ex Jpn) DivUSD,Equity - Asia Pacific ex-Japan
44,F000001A0G,AHAM Sel AsaPac exJpn REITs Fd,Property - Indirect Asia
45,F00000MCHY,AHAM Select AUD Income - AUD,Blended - Other
46,F00000H0Y4,AHAM Select AUD Income - MYR,Blended - Other
47,F000000AJV,AHAM Select Bal,Blended - Balanced
48,F000000AJW,AHAM Select Bond (RM),Bonds - Asia
49,F00000QEFM,AHAM Select Bond (USD hedged),Bonds - Asia
0,F000000AJX,AHAM Select Cash,Money Market - Malaysia
1,F00000MCHZ,AHAM Select Dividend Fund,Equity - Malaysia Income
2,F000000AJY,AHAM Select Income,Blended - Conservative
3,F000000AJZ,AHAM Select Opportunity Fund,Equity - Malaysia Large-cap
4,F00000ORWR,AHAM Select SGD Income - MYR,Blended - Other
5,F00000ORWS,AHAM Select SGD Income - SGD,Blended - Other
6,F000015UIC,AHAM Shariah Gold Tracker MYR,Other - Miscellaneous
7,F000013S3S,AHAM Single Bond Series 1 MYR Cl,Bonds - Other
8,F000014BEW,AHAM Single Bond Series 2 MYR Cl,Bonds - Other
9,F000015HH1,AHAM Single Bond Series 3 MYR Cl,Bonds - Other
10,F000015OLI,AHAM Single Bond Series 4 MYR Cl,Bonds - Other
11,F000015OLJ,AHAM Single Bond Series 5 MYR Cl,Bonds - Other
12,F000013M0Y,AHAM Smart Invest Portfolio - Growth,Blended - Flexible
13,F000015HN9,AHAM Smart Invest Port - Inc A,Blended - Conservative
14,F00001E945,AHAM Strategic Opportunity 4,Other - Target Date
15,F00000JSAT,AHAM Tactical,Blended - Flexible
16,F000014I2G,AHAM Total Return USD,Other - Miscellaneous
17,F000014XBN,AHAM TWD Flexi,Blended - Flexible
18,F00000ZU7T,AHAM USD Cash USD,Money Market - Malaysia
19,F00001DITV,AHAM Versa Portfolio Growth,Blended - Aggressive
20,F00001DITW,AHAM Versa Portfolio Moderate,Blended - Balanced
21,F00001CMQ5,AHAM WHOLESALE EQUITY 2,Equity - Malaysia Large-cap
22,F00000PSEN,AHAM Wholesale I,Bonds - Malaysia
23,F00001CJIE,AHAM Wholesale Income,Bonds - Malaysia
24,F0000170SX,AHAM Wld Sers America Equity AUDH,Equity - Country Focus
25,F00001II5E,AHAM Wld Sers America Equity MYR,Equity - Country Focus
26,F0000170SY,AHAM Wld Sers America Equity MYRH,Equity - Country Focus
27,F0000170SZ,AHAM Wld Sers America Equity SGDH,Equity - Country Focus
28,F0000170T0,AHAM Wld Sers America Equity USD,Equity - Country Focus
29,F000015NW7,AHAM Wld Sers Asian HY AUD Hdg,Bonds - Asia
30,F00001II5H,AHAM Wld Sers Asian HY MYR,Bonds - Asia
31,F000015NW8,AHAM Wld Sers Asian HY MYR Hdg,Bonds - Asia
32,F000015NW9,AHAM Wld Sers Asian HY SGD Hdg,Bonds - Asia
33,F000015NWA,AHAM Wld Sers Asian HY USD,Bonds - Asia
34,F00001L9UN,AHAM World Series Biotechnology MYR,Equity - Sector Focus
35,F00001L9UO,AHAM World Series Biotechnology MYR H,Equity - Sector Focus
36,F00001L9UM,AHAM World Series Biotechnology USD,Equity - Sector Focus
37,F000011UP5,AHAM Wld Ser China A Opp AUD H,Equity - Greater China
38,F000011UP2,AHAM Wld Ser China A Opp MYR,Equity - Greater China
39,F000011UP3,AHAM Wld Ser China A Opp MYR H,Equity - Greater China
40,F000011UP4,AHAM Wld Ser China A Opp SGD H,Equity - Greater China
41,F000011UP1,AHAM Wld Ser China A Opp USD,Equity - Greater China
42,F000011UOQ,AHAM Wld Ser CHN Allc Opp AUD Hdg,Blended - Balanced
43,F000011UON,AHAM Wld Ser CHN Allc Opp MYR,Blended - Balanced
44,F000011UOO,AHAM Wld Ser CHN Allc Opp MYR Hdg,Blended - Balanced
45,F000011UOP,AHAM Wld Ser CHN Allc Opp SGD Hdg,Blended - Balanced
46,F000011UOM,AHAM Wld Ser CHN Allc Opp USD,Blended - Balanced
47,F00000NC0Z,AHAM Wld Ser China Growth,Equity - Greater China
48,F00000ZDTW,AHAM Wld Ser China Growth MYR H,Equity - Greater China
49,F00000ZDTV,AHAM Wld Ser China Growth USD,Equity - Greater China
0,F00000VYBU,AHAM Wld Ser Div Val AUD,Equity - Asia Pacific ex-Japan
1,F00000VYBT,AHAM Wld Ser Div Val MYR,Equity - Asia Pacific ex-Japan
2,F00000VYBS,AHAM Wld Ser Div Val SGD,Equity - Asia Pacific ex-Japan
3,F00000VYAQ,AHAM Wld Ser Div Val USD,Equity - Asia Pacific ex-Japan
4,F000013DVZ,AHAM Wld Ser EM Shrt Dur AUD Hdg,Bonds - Emerging Markets
5,F000013DW0,AHAM Wld Ser EM Shrt Dur MYR,Bonds - Emerging Markets
6,F000013DW1,AHAM Wld Ser EM Shrt Dur MYR Hdg,Bonds - Emerging Markets
7,F000013DW2,AHAM Wld Ser EM Shrt Dur RMB Hdg,Bonds - Emerging Markets
8,F000013DW3,AHAM Wld Ser EM Shrt Dur SGD Hdg,Bonds - Emerging Markets
9,F000013DW4,AHAM Wld Ser EM Shrt Dur USD,Bonds - Emerging Markets
10,F00000WYQJ,AHAM Wld Ser Eurp Uncons AUD H,Equity - Country Focus
11,F00000WYQH,AHAM Wld Ser Eurp Uncons EUR,Equity - Country Focus
12,F00000WYQK,AHAM Wld Ser Eurp Uncons MYR H,Equity - Country Focus
13,F00000WYQL,AHAM Wld Ser Eurp Uncons SGD H,Equity - Country Focus
14,F00000WYQG,AHAM Wld Ser Eurp Uncons USD H,Equity - Country Focus
15,F00000YDC0,AHAM World Series Global Bal AUD H,Blended - Balanced
16,F000010IPR,AHAM World Series Global Bal EUR H,Blended - Balanced
17,F00000Z3WE,AHAM World Series Global Bal GBP H,Blended - Balanced
18,F00000YDC1,AHAM World Series Global Bal MYR H,Blended - Balanced
19,F00000YDC2,AHAM World Series Global Bal SGD H,Blended - Balanced
20,F00000YDC3,AHAM World Series Global Bal USD,Blended - Balanced
21,F000014VYL,AHAM Wld Ser Global Brands AUD H,Equity - Global
22,F000014VYP,AHAM Wld Ser Global Brands MYR H,Equity - Global
23,F000014VYR,AHAM Wld Ser Global Brands SGD H,Equity - Global
24,F000014VYS,AHAM Wld Ser Global Brands USD,Equity - Global
25,F000016OR3,AHAM World Ser Glbl Clmt Chg AUDH,Equity - Sector Focus
26,F00001II5G,AHAM World Ser Glbl Clmt Chg MYR,Equity - Sector Focus
27,F000016OR1,AHAM World Ser Glbl Clmt Chg MYRH,Equity - Sector Focus
28,F000016OR2,AHAM World Ser Glbl Clmt Chg SGDH,Equity - Sector Focus
29,F000016OR0,AHAM World Ser Glbl Clmt Chg USD,Equity - Sector Focus
30,F00001GLGX,AHAM World Series - Global Corp Bd MYR,Bonds - Global Hedged
31,F00001GLGY,AHAM World Series - Global Corp Bd MYR H,Bonds - Global Hedged
32,F00001GLGW,AHAM World Series - Global Corp Bd SGD H,Bonds - Global Hedged
33,F00001GLGV,AHAM World Series - Global Corp Bd USD,Bonds - Global Hedged
34,F000015UI8,AHAM Wld Ser Glb Dsrpt InnovtAUDH,Equity - Global
35,F00001II5F,AHAM Wld Ser Glb Dsrpt Innovt MYR,Equity - Global
36,F000015UI9,AHAM Wld Ser Glb Dsrpt InnovtMYRH,Equity - Global
37,F000015UIA,AHAM Wld Ser Glb Dsrpt InnovtSGDH,Equity - Global
38,F000015UIB,AHAM Wld Ser Glb Dsrpt Innovt USD,Equity - Global
39,F00001CRDU,AHAM World Ser Glbl Div Gr AUDH,Equity - Global
40,F00001II5A,AHAM World Ser Glbl Div Grr MYR,Equity - Global
41,F00001CRDS,AHAM World Ser Glbl Div Gr MYRH,Equity - Global
42,F00001CRDT,AHAM World Ser Glbl Div Gr SGDH,Equity - Global
43,F00001CRDR,AHAM World Ser Glbl Div Gr USD,Equity - Global
44,F00000X6ZT,AHAM Wld Ser Glb Equity MYR,Equity - Global
45,F00000X6ZU,AHAM Wld Ser Glb Equity SGD,Equity - Global
46,F00000X6ZW,AHAM Wld Ser Glb Equity USD,Equity - Global
47,F000013CUY,AHAM Wld Ser Glb Hlthsci AUD Hdg,Equity - Sector Focus
48,F000013CUV,AHAM Wld Ser Glb Hlthsci MYR,Equity - Sector Focus
49,F000013CUW,AHAM Wld Ser Glb Hlthsci MYR Hdg,Equity - Sector Focus
0,F000013CUZ,AHAM Wld Ser Glb Hlthsci SGD Hdg,Equity - Sector Focus
1,F000013CUU,AHAM Wld Ser Glb Hlthsci USD,Equity - Sector Focus
2,F000014NVG,AHAM Wld Ser Glb High Inc AUD Hdg,Bonds - Global
3,F000014NVI,AHAM Wld Ser Glb High Inc GBP Hdg,Bonds - Global
4,F00001II59,AHAM Wld Ser Glb High Inc MYR,Bonds - Global
5,F000014NVJ,AHAM Wld Ser Glb High Inc MYR Hdg,Bonds - Global
6,F000014NVL,AHAM Wld Ser Glb High Inc SGD Hdg,Bonds - Global
7,F000014NVM,AHAM Wld Ser Glb High Inc USD,Bonds - Global
8,F00000XO8Z,AHAM Wld Ser Glb Inc AUD Hdg,Bonds - Global
9,F0000106CM,AHAM Wld Ser Glb Inc EUR Hdg,Bonds - Global
10,F00000XO90,AHAM Wld Ser Glb Inc GBP Hdg,Bonds - Global
11,F00000XO8W,AHAM Wld Ser Glb Inc MYR,Bonds - Global
12,F00000XO8X,AHAM Wld Ser Glb Inc MYR Hdg,Bonds - Global
13,F00000XO8Y,AHAM Wld Ser Glb Inc SGD Hdg,Bonds - Global
14,F00000XO8V,AHAM Wld Ser Glb Inc USD,Bonds - Global
15,F00001D40M,AHAM Wld Ser Glb Infras Inc AUDH,Equity - Sector Focus
16,F00001II5I,AHAM Wld Ser Glb Infras Inc MYR,Equity - Sector Focus
17,F00001D40K,AHAM Wld Ser Glb Infras Inc MYRH,Equity - Sector Focus
18,F00001D40L,AHAM Wld Ser Glb Infras Inc SGDH,Equity - Sector Focus
19,F00001D40J,AHAM Wld Ser Glb Infras Inc USD,Equity - Sector Focus
20,F0000100L3,AHAM Wld Ser Glbl Qtm AUD,Equity - Global
21,F0000100L4,AHAM Wld Ser Glbl Qtm GBP,Equity - Global
22,F0000100L5,AHAM Wld Ser Glbl Qtm MYR,Equity - Global
23,F000010YT0,AHAM Wld Ser Glbl Qtm MYR H,Equity - Global
24,F0000100L6,AHAM Wld Ser Glbl Qtm SGD,Equity - Global
25,F0000100L7,AHAM Wld Ser Glbl Qtm USD,Equity - Global
26,F000015OLK,AHAM Wld Sers Global Sust AUD Hdg,Equity - Global
27,F00001II5B,AHAM Wld Sers Global Sust MYR,Equity - Global
28,F000015OLL,AHAM Wld Sers Global Sust MYR Hdg,Equity - Global
29,F000015OLM,AHAM Wld Sers Global Sust SGD Hdg,Equity - Global
30,F000015OLN,AHAM Wld Sers Global Sust USD,Equity - Global
31,F000010DV1,AHAM Wld Ser Glb Trgt Ret AUD-H,Blended - Flexible
32,F000010DV3,AHAM Wld Ser Glb Trgt Ret EUR-H,Blended - Flexible
33,F000010DV2,AHAM Wld Ser Glb Trgt Ret GBP-H,Blended - Flexible
34,F000010DV5,AHAM Wld Ser Glb Trgt Ret HKD-H,Blended - Flexible
35,F000010DUZ,AHAM Wld Ser Glb Trgt Ret MYR-H,Blended - Flexible
36,F000010DV4,AHAM Wld Ser Glb Trgt Ret RMB-H,Blended - Flexible
37,F000010DV0,AHAM Wld Ser Glb Trgt Ret SGD-H,Blended - Flexible
38,F000010DUY,AHAM Wld Ser Glb Trgt Ret USD,Blended - Flexible
39,F00001EQET,AHAM World Series Inc & Gr AUD H,Blended - Balanced
40,F00001L2A1,AHAM World Series Inc & Gr MYR,Blended - Balanced
41,F00001EQER,AHAM World Series Inc & Gr MYR H,Blended - Balanced
42,F00001EQES,AHAM World Series Inc & Gr SGD H,Blended - Balanced
43,F00001EQEQ,AHAM World Series Inc & Gr USD,Blended - Balanced
44,F00001FSTD,AHAM World Series Income MYR,Blended - Balanced
45,F00001FSTC,AHAM World Series Income MYR H,Blended - Balanced
46,F00001FSTB,AHAM World Series Income USD,Blended - Balanced
47,F000011099,AHAM Wld Ser Jpn Growth MYR,Equity - Country Focus
48,F00000T766,AHAM Wld Ser Jpn Growth MYR H,Equity - Country Focus
49,F000015NHN,AHAM Wld Ser Lng Trm Glb Gr AUD H,Equity - Global
0,F00001II5C,AHAM Wld Ser Lng Trm Glb Gr MYR,Equity - Global
1,F000015NHO,AHAM Wld Ser Lng Trm Glb Gr MYR H,Equity - Global
2,F000015NHP,AHAM Wld Ser Lng Trm Glb Gr SGD H,Equity - Global
3,F000015NHQ,AHAM Wld Ser Lng Trm Glb Gr USD,Equity - Global
4,F000016AB9,AHAM Wld Sers Next Gen Tech AUD H,Equity - Sector Focus
5,F00001II5D,AHAM Wld Sers Next Gen Tech MYR,Equity - Sector Focus
6,F000016ABA,AHAM Wld Sers Next Gen Tech MYR H,Equity - Sector Focus
7,F000016ABB,AHAM Wld Sers Next Gen Tech SGD H,Equity - Sector Focus
8,F000016ABC,AHAM Wld Sers Next Gen Tech USD,Equity - Sector Focus
9,F000016H4X,AHAM World Series Str Bd AUD Hdg,Bonds - Global Hedged
10,F000016H4U,AHAM World Series Str Bd MYR Hdg,Bonds - Global Hedged
11,F000016H4V,AHAM World Series Str Bd SGD Hdg,Bonds - Global Hedged
12,F000016H4W,AHAM World Series Str Bd USD,Bonds - Global Hedged
13,F000014U0I,AHAM Wld Ser US Dollar Liquidity,Money Market - Malaysia
14,F00000YMVP,AHAM Wld Ser US ShrtDurHiInc AUDH,Bonds - Other
15,F0000106CN,AHAM Wld Ser US ShrtDurHiInc EURH,Bonds - Other
16,F00000Z5KQ,AHAM Wld Ser US ShrtDurHiInc GBPH,Bonds - Other
17,F00000YGKH,AHAM Wld Ser US ShrtDurHiInc MYR,Bonds - Other
18,F00000YGKI,AHAM Wld Ser US ShrtDurHiInc MYRH,Bonds - Other
19,F00000YMVO,AHAM Wld Ser US ShrtDurHiInc SGDH,Bonds - Other
20,F00000YGKG,AHAM Wld Ser US ShrtDurHiInc USD,Bonds - Other
21,F00001HF4K,AHAM World Series - World Technology MYR,Equity - Sector Focus
22,F00001HF4L,AHAM World Series - World TechnologyMYRH,Equity - Sector Focus
23,F00001HF4J,AHAM World Series - World Technology USD,Equity - Sector Focus
24,F000013G22,Aiiman Asia Pacific (ex Japan) Dividend,Equity - Asia Pacific ex-Japan (Shariah)
25,F000014FLG,Aiiman Global Equity MYR,Equity - Global
26,F000014FLH,Aiiman Global Equity MYR Hdg,Equity - Global
27,F00001DGOH,Aiiman Global Equity USD,Equity - Global
28,F000014A4J,Aiiman Income Extra,Money Market - Malaysia (Shariah)
29,F00001CPX0,Aiiman Smart Invest Portfolio - Growth,Blended - Flexible
30,F00001I535,Aiiman Smart Invest Portfolio - Growth B,Blended - Flexible
31,F000000AFY,AmAl-Amin,Money Market - Malaysia (Shariah)
32,F00000LMH5,Amanah Saham Bank Simpanan Nasional,Equity - Malaysia Large-cap
33,F00000LMA7,AmanahRaya Islamic Equity,Equity - Malaysia Large-cap (Shariah)
34,F000013OEG,AmanahRaya Syariah Cash Management,Money Market - Malaysia (Shariah)
35,F00001E27Y,AmanahRaya Syariah Income,Bonds - Malaysia (Shariah)
36,F00000LMA8,AmanahRaya Syariah Trust,Bonds - Malaysia (Shariah)
37,F00000LMA9,AmanahRaya Unit Trust,Bonds - Malaysia
38,F00000MJZ9,AmAsean Eq,Equity - ASEAN
39,F00000MVDJ,AmAsia Pacific REITs B MYR,Property - Indirect Asia
40,F00000Q9C1,AmAsia Pacific REITs Plus,Property - Indirect Asia
41,F000000AG2,AmBalanced,Blended - Balanced
42,F000000AG3,AmBon Islam,Bonds - Malaysia (Shariah)
43,F000000AG4,AmBond,Bonds - Malaysia
44,F000013L2T,AmBond Select 1,Bonds - Malaysia
45,F000013L2U,AmBond Select 2,Bonds - Asia
46,F000000AG5,AmCash Management A,Money Market - Malaysia
47,F00001D9GZ,AmCash Management B,Money Market - Malaysia
48,F000016T17,AmChina A-Shares AUD Hdg,Equity - Greater China
49,F00000PKR4,AmChina A-Shares MYR,Equity - Greater China
0,F000013JS6,AmChina A-Shares MYR Hdg,Equity - Greater China
1,F000016T16,AmChina A-Shares SGD Hdg,Equity - Greater China
2,F000016T15,AmChina A-Shares USD,Equity - Greater China
3,F000000AG6,AmConservative,Blended - Conservative
4,F000000AG9,AmCumulative Growth,Equity - Asia Pacific ex-Japan
5,F000000AGA,AmDividend Income,Equity - Malaysia Income
6,F00000OK11,AmDynamic Allocator,Blended - Flexible
7,F000000AGB,AmDynamic Bond,Bonds - Malaysia
8,F00000ORXR,AmDynamic Sukuk - Class A,Bonds - Malaysia (Shariah)
9,F00000YJZA,AmDynamic Sukuk B,Bonds - Malaysia (Shariah)
10,F000011D1J,AmFunds Glb Div MYR Hedged,Equity - Global
11,F00000X4J5,AmFunds Glb Div RM,Equity - Global
12,F00000X4J6,AmFunds Glb Div USD,Equity - Global
13,F000001ZQN,AmFunds Glb Emerging Market Opps,Equity - Emerging Markets
14,F000014W77,AmFunds Income and Growth AUD H,Blended - Balanced
15,F000014W79,AmFunds Income and Growth MYR H,Blended - Balanced
16,F000014W7A,AmFunds Income and Growth SGD H,Blended - Balanced
17,F000014W7B,AmFunds - Income and Growth Fund - USD,Blended - Balanced
18,F00001752B,AmFunds Sustainable Series Pstv Chg MYRH,Equity - Global
19,F00001752C,AmFunds Sustainable Series Pstv Chg USD,Equity - Global
20,F000000AGD,AmIncome,Money Market - Malaysia
21,F000000AGE,AmIncome Advantage,Money Market - Malaysia
22,F00000Y8XI,AmIncome Management,Bonds - Malaysia
23,F000000AGG,AmIncome Plus,Bonds - Malaysia
24,F000000AGH,AmIncome Premium,Bonds - Malaysia
25,F000014K42,AmIncome USD,Bonds - Other
26,F00001E95M,AmInstitutional Income Bond,Bonds - Malaysia
27,F000000AGJ,AmIslamic Balanced,Blended - Balanced (Shariah)
28,F00001D9H0,AmIslamic Cash Management D,Money Market - Malaysia (Shariah)
29,F000011D1F,AmIslamic Cash Management A,Money Market - Malaysia (Shariah)
30,F000011D1G,AmIslamic Cash Management B,Money Market - Malaysia (Shariah)
31,F000011D1H,AmIslamic Cash Management C,Money Market - Malaysia (Shariah)
32,F00001F5IW,AmIslamic China Equity RM,Equity - Greater China
33,F00001F5IX,AmIslamic China Equity USD,Equity - Greater China
34,F00000O9C4,AmIslamic Fixed Income Conservative,Bonds - Malaysia (Shariah)
35,F000011E1T,AmIslamic Global SRI RM,Equity - Global
36,F000011E1U,AmIslamic Global SRI USD R,Equity - Global
37,F000000AGK,AmIslamic Growth,Equity - Malaysia Large-cap (Shariah)
38,F00001E95N,AmIslamic Income Jadwa,Money Market - Malaysia (Shariah)
39,F00001E95O,AmIslamic Institutional 1,Bonds - Malaysia (Shariah)
40,F000000AGL,AmIttikal,Equity - Malaysia Large-cap (Shariah)
41,F000000AGM,AmMalaysia Eq,Equity - Malaysia Large-cap
42,F00001EGK6,AmSingle Bond Series 1 RM,Other Bond
43,F00001EGK5,AmSingle Bond Series 1 RM Hedged,Other Bond
44,F00001EGK4,AmSingle Bond Series 1 SGD,Other Bond
45,F00001EGK3,AmSingle Bond Series 1 USD,Other Bond
46,F00000P09Q,AmTactical Bond B MYR,Bonds - Asia
47,F000000AGP,AmTotal Return,Blended - Flexible
48,F00000Y5J8,Amundi Bond Global Aggregate MYR,Bonds - Global Hedged
49,F00000Y5J7,Amundi Bond Global Aggregate USD,Bonds - Global Hedged
0,F000010863,Amundi Bond Global Emerging Blended RM,Bonds - Emerging Markets
1,F000010861,Amundi Bond Global Emerging Blended SGD,Bonds - Emerging Markets
2,F000010862,Amundi Bond Global Emerging Blended USD,Bonds - Emerging Markets
3,F0000169GC,Amundi Equity Global Disruptive Opps MYR,Equity - Global
4,F0000169GD,Amundi Equity Global Disruptive Opps USD,Equity - Global
5,F00000XVWB,Amundi International MYR,Equity - Global
6,F00000XVWC,Amundi International USD,Equity - Global
7,F000000OUK,Apex Asian (Ex Japan),Equity - Asia Pacific ex-Japan
8,F000000AGT,Apex Dynamic,Equity - Malaysia Mid/Small-cap
9,F000000AGU,Apex Quantum,Blended - Flexible
10,F00001KTB5,Areca Aggressive Alpha,Equity - Malaysia Mid/Small-cap
