,A-DALI Equity,A-Dana Income,A-Dana Equity,A-Dana Balanced,A-DALI Equity,Aberdeen Std Islmc World Eq A,Advantage Glbl Eq Volatility Focus MYR H,Advantage Asia Pacific ex Japan Div,Advantage Glbl Eq Volatility Focus AUD H,Advantage Glb High Income Bond USD,Advantage Glb High Income Bond RM-Hdg,AHAM Absolute Return II-AUD,AHAM Absolute Return II-GBP,AHAM Absolute Return II-MYR,AHAM Absolute Return II-SGD,AHAM Absolute Return II-USD,AHAM Absolute Return III,AHAM Aiiman Enhncd i-Profit A Inc,AHAM Aiiman Enhncd i-Profit B Acc,AHAM Aiiman Asia(Ex Jpn)Gr MYR,AHAM Aiiman Bal,AHAM Aiiman Glb Mlt Thmtc MYR Hdg,AHAM Aiiman Glb Mlt Thmtc AUD Hdg,AHAM Aiiman Glb Mlt Thmtc SGD Hdg,AHAM Aiiman ESG Income Plus,AHAM Aiiman Glb Mlt Thmtc USD,AHAM Aiiman Glbl Sukuk MYR,AHAM Aiiman Glbl Sukuk MYR Hdg,AHAM Aiiman Glbl Sukuk USD,AHAM Aiiman Glb Thm Mxd Ast AUDH,AHAM Aiiman Glb Thm Mxd Ast MYRH,AHAM Aiiman Glb Thm Mxd Ast SGDH,AHAM Aiiman Gb Thm Mx Ast USD Ins,AHAM Aiiman Glb Thmtc Mxd Ast USD,AHAM Aiiman Growth,AHAM Aiiman Income MYR Inc,AHAM Aiiman Money Market,AHAM Aiiman Quantum,AHAM ASEAN Flexi,AHAM Aiiman Select Income,AHAM EduGrowth & Income Fd,AHAM Bond,AHAM ESG SGD Bond MYR,AHAM ESG SGD Bond SGD,AHAM Enhanced Deposit Fund,AHAM Equity,AHAM Flexi 6,AHAM Flexi Fund 7 SGD
2015 Return,,,,,,0.06096792488499592,0.008099999999999996,0.10143477904402731,-0.0037000000000000366,,,,,0.1245623941276115,,,0.07107735358784728,,,0.0,-0.007929019549419936,,,,0.034017771512427464,,0.0,,0.0,,,,,,0.04258632631722903,,0.03627104013810967,-0.011968738874667206,0.004930966469427922,0.02008353005266028,,0.028133684184639574,,,0.03596365091836273,0.01777573366254348,,
2016 Return,,,,,,0.11018122704557776,0.040896914376426174,0.15355061743304854,0.03368463314262771,,,,,0.11596911824461587,,,0.090798939795532,,,0.0786,0.0576395395529381,,,,0.050337294496068496,,0.059539999999999926,,0.007160000000000055,,,,,,-0.003079819726181432,,0.04743431787153263,-0.007840157493912647,0.10130151843817803,0.04954393215990871,,0.046698468491087164,,,0.036983793216896155,0.01605178716814848,,
2013 Sharpe,,,,,,1.4264459403498249,,0.2922966419425815,,,,,,2.012719536136342,,,,,,,0.8840537066340456,,,,-0.7651097851475209,,,,,,,,,,2.252060829039903,,0.607692547784098,1.1166815763500164,,0.9028218021469395,,0.5110514373517269,,,2.1156416224698544,1.40534255126841,,
2014 Sharpe,,,,,,0.7179639923733716,,0.3627527311164923,,,,,,1.3330461019267719,,,-1.465608603467595,,,,-0.762184199959985,,,,0.46446648730557805,,,,,,,,,,-0.456957389149704,,0.5807245216207555,-0.7557560684343576,-0.2550674451841979,0.2823155686726816,,0.4575346659974861,,,3.0480979053172144,-1.707975188981596,,
2015 Sharpe,,,,,,0.236965145463648,-0.20898653412390958,0.5384712976317997,-0.3377863706306786,,,,,0.9131307160469598,,,0.4784375178208032,,,-inf,-0.6527956976908919,,,,0.78369406388973,,-inf,,-inf,,,,,,0.17570176556018074,,3.7021787286080703,-0.5137807196718343,-0.2994427606337147,-0.259944807829124,,0.019778384253360676,,,5.625711430095619,-0.1338987125776812,,
2016 Sharpe,,,,,,0.6625122206249515,0.11697905689645237,1.0301890475509181,0.051122401084497844,,,,,1.1498812900835464,,,0.8385759760273186,,,0.8633334734117003,0.5541591343842892,,,,1.645292213888501,,0.4052543298531932,,-1.0448229273288947,,,,,,-0.6393402238762604,,2.7180776127337354,-0.6743461570148369,0.8850528807724208,0.9368666610372614,,1.1823316815485985,,,5.1704135525551855,-0.2036400133581853,,
2012 Return,,,,,,,,0.0706,,,,,,0.339546706206312,,,,,,,0.05517292316782685,,,,0.050125281243608155,,,,,,,,,,0.16804587504752244,,0.028978091122735306,0.08957290656960293,,,,0.028964675571225174,,,0.029361093503665003,0.09414326341983648,,
2012 Sharpe,,,,,,,,0.7680840361677331,,,,,,2.6312491050767415,,,,,,,0.5943074218897004,,,,3.7351989947144872,,,,,,,,,,2.136714816864599,,0.20023815613534063,0.8927729218350472,,,,0.21202874027346655,,,0.885572174132555,1.1554627655887755,,
2007 Return,,,,,,,,,,,,,,0.0,,,,,,,0.1550920789882404,,,,0.18712064597269573,,,,,,,,,,0.2890826233405983,,,0.06190172303765151,,,,0.03895589330713012,,,0.034841202525681014,0.29337994369837106,,
2008 Return,,,,,,,,,,,,,,-0.17720000000000002,,,,,,,-0.25205500647931456,,,,-0.17867616576333134,,,,,,,,,,-0.2590941694845783,,0.0,-0.3566493080180746,,,,0.0283260624180115,,,0.024734306556048136,-0.38116007194244605,,
2009 Return,,,,,,,,,,,,,,0.4010695187165776,,,,,,,0.28008068061337954,,,,0.27626560981081294,,,,,,,,,,0.43988428647165945,,0.017879999999999896,0.4330078740157479,,,,0.03703923459170788,,,0.03353092256694201,0.438116689675216,,
2010 Return,,,,,,,,,,,,,,0.007372301211163723,,,,,,,0.06279785244616032,,,,0.0548070901120028,,,,,,,,,,0.2003307440947073,,0.018701502799332026,0.10238386308068459,,,,0.005762164171635442,,,0.027656702688296786,0.1383515348436073,,
2011 Return,,,,,,,,,,,,,,-0.19286816389507977,,,,,,,0.019858715665276527,,,,0.0795338433072823,,,,,,,,,,0.031208023057160306,,0.017294233327549424,-0.005350213616587607,,,,0.04779160982264674,,,0.02892271662763468,-0.01271886500520103,,
2007 Sharpe,,,,,,,,,,,,,,-inf,,,,,,,0.8109148690013886,,,,1.759745144539172,,,,,,,,,,1.694667977693108,,,0.3162175420116622,,,,0.6500225139023627,,,0.5453556027886045,1.2091221691530902,,
2008 Sharpe,,,,,,,,,,,,,,-1.6353450486340526,,,,,,,-2.1095599763562247,,,,-1.975968089195107,,,,,,,,,,-1.9115293770141453,,-inf,-2.1250154163445374,,,,0.014177550786021773,,,-0.19905426034879306,-2.0955566132391255,,
2009 Sharpe,,,,,,,,,,,,,,2.5909850252784214,,,,,,,2.3948577965722686,,,,3.6413862510049118,,,,,,,,,,3.950690617816945,,-1.1903097205077287,2.7187249372454114,,,,0.45583307161062675,,,0.8666556820116423,1.860870845983546,,
2010 Sharpe,,,,,,,,,,,,,,-0.14823913152938456,,,,,,,0.5286672613118004,,,,0.8994788775168929,,,,,,,,,,1.970334716971273,,-2.0116440795178234,0.8158746975252035,,,,-0.6780470211084241,,,-0.2504177578760258,1.369924918916085,,
2011 Sharpe,,,,,,,,,,,,,,-1.0645543617648305,,,,,,,-0.09575061227592534,,,,3.96458743041991,,,,,,,,,,0.03199588177218789,,-2.0775547082733627,-0.2747141334691774,,,,0.8036384065812158,,,0.6800933201143693,-0.3711046033909677,,
2001 Return,,,,,,,,,,,,,,,,,,,,,-0.00231578947368416,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.045458984374999956,,
2002 Return,,,,,,,,,,,,,,,,,,,,,-0.03692762186115217,,,,,,,,,,,,,,0.007807554336358047,,,,,,,0.03980000000000006,,,,-0.06862516152133635,,
2003 Return,,,,,,,,,,,,,,,,,,,,,0.1353866607578107,,,,,,,,,,,,,,0.654472910541789,,,,,,,0.06323472915866324,,,,0.2090053534285814,,
2004 Return,,,,,,,,,,,,,,,,,,,,,-0.1182352941176471,,,,0.052120700569740386,,,,,,,,,,0.13657554836573005,,,,,,,0.058378339324097306,,,,0.08688678173972297,,
2005 Return,,,,,,,,,,,,,,,,,,,,,-0.0331774660431976,,,,-0.03690332932210183,,,,,,,,,,-0.1786210606536065,,,,,,,0.03739465693131794,,,0.018522226672006425,-0.056310781823684986,,
2006 Return,,,,,,,,,,,,,,,,,,,,,0.03847926267281099,,,,0.14250312369845886,,,,,,,,,,0.23954154727793697,,,,,,,0.037199592333234666,,,0.043055145974638664,0.2087017152419468,,
2001 Sharpe,,,,,,,,,,,,,,,,,,,,,-6.738055225352442,,,,,,,,,,,,,,,,,,,,,-inf,,,,0.11439899882750319,,
2002 Sharpe,,,,,,,,,,,,,,,,,,,,,-0.6541876436909,,,,,,,,,,,,,,-0.6492254559742662,,,,,,,0.9869981701284556,,,,-0.8179668670002664,,
2003 Sharpe,,,,,,,,,,,,,,,,,,,,,1.2679380194192098,,,,,,,,,,,,,,4.8294958928564995,,,,,,,1.1234029298385952,,,,1.567879045465127,,
2004 Sharpe,,,,,,,,,,,,,,,,,,,,,-1.5427125319761579,,,,0.7888408783061464,,,,,,,,,,0.8109419406024522,,,,,,,1.2714038149124889,,,,0.5394971807266035,,
2005 Sharpe,,,,,,,,,,,,,,,,,,,,,-0.6894201037933255,,,,-2.0883287131720496,,,,,,,,,,-3.0523730367762494,,,,,,,0.6532972874042049,,,-0.9770024382601671,-0.7630200477250907,,
2006 Sharpe,,,,,,,,,,,,,,,,,,,,,0.14510978554557408,,,,2.4584065406122977,,,,,,,,,,2.9343629126187896,,,,,,,0.8084602120988775,,,2.0780391326972816,1.645917415177296,,
1993 Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27317894736842097,,
1994 Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20877703551822213,,
1995 Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023416927899686413,,
1996 Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08352325618720502,,
1997 Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48765121216609886,,
1998 Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499971088795943,,
1999 Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3720909384300928,,
2000 Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19714610529617005,,
1993 Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8961959771500163,,
1994 Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3565784858267707,,
1995 Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37383055281286054,,
1996 Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5282406565299154,,
1997 Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3839208172567674,,
1998 Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05405193582962069,,
1999 Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2932381860140412,,
2000 Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0258154140791365,,
